Occurrences,Word,LgSUBTLWF,OLD,PLD,I_Mean_RT,I_Zscore,I_Mean_Accuracy
1,molten,1.778,2.1,2.5,764.828,0.106,0.88
1,moment,3.979,1.95,2.35,554.371,-0.779,1
1,momentary,1.756,3.25,3.35,804.441,0.081,1
1,momentous,1.568,3.35,3.15,827,0.088,0.97
1,momentum,1.944,3.55,3.2,781.758,0.023,0.97
1,mommy,3.558,1.85,1.45,745.094,-0.121,0.97
1,monarch,1.633,2.8,2.35,620.758,-0.508,0.97
1,monarchy,1.544,3.4,2.7,728.515,-0.197,1
1,monastery,2.279,2.9,3.25,783.759,0.008,0.97
1,monetary,1.724,2.95,2.7,853.276,0.077,0.85
1,mongrel,1.653,2.8,2.95,899.458,0.341,0.69
1,monkey,3.233,1.9,1.7,612.206,-0.687,1
1,monogamous,1.633,3.85,3.4,817.071,0.2,0.9
1,monogamy,1.672,3.25,3.35,786.467,0.133,0.88
1,monologue,1.771,3.8,3.85,773,-0.011,1
1,monopoly,2.152,3.45,3.3,658.394,-0.45,0.97
1,monotonous,1.643,4.1,3.75,808.143,0.263,0.88
1,monoxide,1.771,3.5,3.85,808.286,0.307,0.85
1,Monsieur,3.2,3.35,3,903.652,0.291,0.72
1,monster,3.297,1.9,2.15,610.576,-0.71,1
1,monstrous,2.09,3.35,2.95,763.484,-0.025,0.97
1,montage,1.763,2.2,3,725.167,-0.089,0.55
1,month,3.686,1.8,1.9,602.824,-0.586,1
1,monument,2.072,2.7,2.85,712.97,-0.173,0.97
1,moo,2.029,1.15,1,759.226,-0.025,0.94
1,mooch,1.663,1.85,1.65,839.174,-0.013,0.72
1,mood,3.24,1.35,1,605.967,-0.768,0.88
1,moody,2.064,1.75,1.6,590.647,-0.561,1
1,moonbeam,1.591,3.85,3.8,822.656,-0.046,0.94
1,moonlight,2.55,3.35,2.55,630.03,-0.458,1
1,moonlit,1.462,3,3.1,776.367,-0.167,0.88
1,moonshine,1.699,3.65,3.2,655.182,-0.294,0.97
1,moot,1.785,1.3,1,783.5,0.065,0.25
1,mope,1.544,1.3,1.15,689.52,-0.297,0.74
1,moped,1.38,1.55,2.5,811.741,-0.085,0.84
1,morale,2.324,1.9,1.9,688.938,-0.368,0.97
1,morality,2.279,2.2,2.7,856.226,0.026,0.94
1,morbid,2.124,2.55,2.7,712.441,-0.32,1
1,morning,4.35,1.85,1.85,596.394,-0.684,0.97
1,moron,2.878,1.75,1.8,717.531,-0.312,0.94
1,moronic,1.748,,,,,
1,morsel,1.518,1.85,1.85,751.094,-0.211,0.97
1,mortality,1.892,2.5,2.95,750.515,-0.063,0.97
1,mortgage,2.48,2.8,2.9,696.793,-0.353,0.91
1,mortician,1.505,3.25,2.8,959.125,0.529,0.77
1,mortuary,1.978,2.9,4.35,689.44,-0.058,0.76
1,mosque,1.785,2.65,1.75,834.929,0.117,0.82
1,mosquito,1.973,3.75,3.65,795.853,-0.01,1
1,moth,2.068,1.65,1.65,679.4,-0.393,0.94
1,mother,4.389,1.8,1.7,566.206,-0.671,1
1,motherhood,1.771,3.85,3.7,650.382,-0.508,1
1,motherland,1.398,3.45,4.05,699,-0.219,0.97
1,motherless,1.477,3.45,3.1,687.879,-0.252,0.97
1,motherly,1.38,2.75,2.65,627.375,-0.563,1
1,motif,1.532,2.35,2.65,712.292,-0.123,0.73
1,motivate,1.74,2.6,2.75,757.219,-0.296,1
1,motive,2.83,2.05,1.85,740.688,-0.297,0.97
1,motley,1.431,2.3,1.9,764.158,-0.09,0.58
1,motorbike,1.591,3.65,3.95,726.562,0.009,0.97
1,motorboat,1.477,3.75,3.65,738.548,-0.065,0.94
1,motorcade,1.819,3.7,3.25,950.217,0.468,0.72
1,motorcycle,2.659,4.65,5.55,683.559,-0.404,1
1,motorist,1.415,2.7,2.8,653.091,-0.369,0.97
1,motto,2.417,1.9,1.85,710.258,-0.371,0.91
1,mound,1.892,1.5,1.25,630.793,-0.52,0.88
1,mountaintop,1.431,4.35,4.75,837.1,0.389,0.97
1,mourn,2.114,1.95,1.1,684.844,-0.247,0.97
1,mournful,1.415,3.25,2.8,765.938,-0.178,0.97
1,mourning,2.245,2.25,1.85,674.656,-0.283,0.97
1,mousetrap,1.491,4.35,3.9,752.4,-0.153,1
1,mousse,1.778,2.05,1.15,814.75,0.027,0.65
1,moustache,2.288,3.6,2.35,959.56,0.108,0.89
1,mousy,1.633,1.85,1.9,871.375,0.335,0.52
1,mouthful,1.94,3.1,3.8,666.059,-0.419,1
1,mouthpiece,1.681,4.45,3.65,720.969,-0.283,0.97
1,mouthwash,1.699,3.8,3.95,660.824,-0.371,0.97
1,move,4.329,1.35,1.4,611.909,-0.577,1
1,mucous,1.322,2.75,2.65,816.263,0.158,0.56
1,muddle,1.362,1.75,1.15,660,-0.197,0.75
1,muddy,2.188,1.9,1.3,725.667,-0.467,1
1,muffled,2.199,2.3,1.8,720.065,-0.197,0.91
1,muffler,1.716,2.5,2.5,714.367,-0.145,0.86
1,mug,2.544,1.3,1,664.206,-0.579,0.97
1,mugger,1.699,1.85,1.7,760.966,-0.05,0.91
1,mulberry,1.505,3.75,3.6,785.667,0.161,0.91
1,mulch,1.362,1.85,1.85,745.207,-0.208,0.88
1,mull,1.398,1.35,1,745.042,0.048,0.69
1,mullet,1.477,1.85,1.9,728.625,-0.101,0.97
1,multiple,2.733,3.15,3.6,686,-0.44,1
1,multiplex,1.322,3.55,5.65,812.438,0.02,0.97
1,multiply,2,3.4,3.65,677.941,-0.337,1
1,multitude,1.477,3.1,3.25,731.594,-0.18,0.94
1,munch,1.643,1.65,1.65,784.115,-0.138,0.79
1,mundane,1.623,2.85,2.5,735.966,-0.195,0.85
1,mural,1.724,1.85,2.45,608.571,-0.53,0.85
1,murder,3.757,1.95,1.8,623.061,-0.702,0.97
1,murderer,3.132,2.8,2.8,759.406,-0.216,0.97
1,murderess,1.58,,,,,
1,murderous,1.973,3.4,2.65,770.375,-0.079,0.97
1,murky,1.505,1.85,1.75,692.929,-0.21,0.82
1,murmur,1.69,2.9,1.8,799.273,0.048,0.94
1,muscular,1.903,3.15,3.5,703.412,-0.233,1
1,muse,1.996,1.35,1.25,669.759,-0.227,0.91
1,museum,2.974,2.7,2.95,701.438,-0.297,1
1,musician,2.49,2.8,2.6,723.618,-0.258,1
1,musk,1.447,1.4,1.45,633,-0.565,0.88
1,musketeer,1.362,3.75,4.35,768.818,0.039,0.97
1,muskrat,1.462,3.45,3.85,728.269,0.023,0.79
1,must,4.552,1.2,1.25,611.25,-0.629,0.97
1,muster,1.887,1.6,1.55,735.276,-0.131,0.88
1,musty,1.415,1.55,1.6,696.654,-0.273,0.81
1,mutate,1.398,2,2.7,719.303,-0.245,0.94
1,mutation,1.949,2.2,2.7,787.406,-0.104,0.97
1,mute,2.107,1.6,1.55,563.5,-0.83,0.97
1,muted,1.322,1.85,2,684,-0.305,0.88
1,mutilate,1.477,2.75,3.65,903.964,0.267,0.9
1,mutilated,1.819,2.85,4.55,892.391,0.386,0.7
1,mutilation,1.69,2.8,4.2,817.5,0.184,0.88
1,mutiny,2.104,2.7,2.65,858.321,0.245,0.82
1,mutt,2.308,1.7,1,617.231,-0.417,0.76
1,mutter,1.362,1.6,1.2,674.29,-0.393,0.91
1,mutual,2.567,2.65,3.35,676.364,-0.398,1
1,mysterious,2.884,3.8,3.05,773.382,-0.121,0.97
1,mystery,3.069,2.45,2.5,592.794,-0.631,1
1,mystic,1.875,2.5,1.8,661.647,-0.427,0.97
1,mystical,2.161,2.8,2.75,712.412,-0.324,0.97
1,mysticism,1.362,3.45,4,816,0.055,0.73
1,mystique,2.255,3.45,1.8,772.788,-0.085,0.97
1,myth,2.548,1.85,1.45,610.312,-0.684,0.97
1,mythical,1.663,3.05,2.5,712.147,-0.363,1
1,mythology,2.009,3.35,2.8,709.765,-0.182,1
1,nab,1.544,1.35,1.15,853.958,0.452,0.71
1,nag,2.049,1.25,1.05,708.147,-0.311,1
1,naive,2.518,1.9,2,665.133,-0.453,0.91
1,nakedness,1.38,3.2,3.5,710.531,-0.228,1
1,name,4.515,1.45,1,617.382,-0.629,1
1,nameless,1.863,2.55,1.9,682.324,-0.353,1
1,nappy,1.613,1.75,1.5,738.074,0.066,0.82
1,narcissism,1.532,4.25,4.1,902,0.31,0.88
1,narcissist,1.431,4.4,3.65,890.148,0.289,0.87
1,narcissistic,1.518,,,,,
1,narcotic,1.653,3.1,3.25,761.97,-0.069,0.94
1,narrative,1.732,2.75,2.65,637.091,-0.299,1
1,narrator,2.724,2.85,2.4,724.531,-0.263,0.94
1,narrow,2.555,1.75,1.55,579.969,-0.669,1
1,nasal,2.029,1.9,1.65,677.967,-0.292,0.97
1,nationality,1.633,2.75,4.4,830.353,0.099,0.97
1,nationwide,1.839,4.05,5.4,788.688,-0.037,0.97
1,native,2.625,2.1,1.95,680.606,-0.393,1
1,nature,3.362,1.95,2,568.909,-0.735,0.97
1,naughty,2.719,2.55,1.65,644.969,-0.51,1
1,nausea,2.045,2.65,1.95,697.625,-0.228,0.94
1,nauseating,1.491,,,,,
1,nauseous,2.201,3.25,2.35,796.7,0.25,0.91
1,nautical,1.663,2.95,2.85,824.8,0.116,0.88
1,navigate,1.996,2.9,2.95,671.875,-0.279,0.94
1,navigation,1.944,2.85,2.9,705.879,-0.248,0.97
1,navigator,2.14,3.1,3.55,679.531,-0.485,1
1,nearsighted,1.447,4.3,3.55,785.8,-0.047,0.91
1,necessity,2.17,3.6,2.9,739.471,-0.218,0.97
1,necklace,2.697,3.4,1.95,731.133,-0.363,0.88
1,necktie,1.792,3,3.45,705.943,-0.151,1
1,nectar,1.681,2.55,1.75,691.152,-0.409,0.97
1,needle,2.785,2.15,1.65,576.364,-0.764,1
1,needlepoint,1.462,5,5.55,839.294,0.192,1
1,needy,2.193,1.8,1.6,668.364,-0.439,1
1,nefarious,1.591,3.3,3.4,784.636,0.141,0.33
1,neglect,1.94,2.65,2.7,721.515,-0.252,1
1,negligee,1.58,3.7,4.85,826.882,0.358,0.52
1,negligent,1.716,3.55,4,910.621,0.413,0.85
1,negligible,1.322,4.05,4.25,902,0.372,0.87
1,negotiate,2.535,3.25,3.85,745.879,-0.2,1
1,negotiator,1.833,3.65,4.35,760.161,-0.121,0.97
1,neighbor,2.937,3.65,1.8,750.061,-0.226,0.97
1,neighboring,1.591,4.45,2.5,769.394,0.044,0.97
1,nemesis,1.663,2.95,2.95,807.192,0.225,0.79
1,nephew,2.928,2.8,3.45,667.303,-0.493,1
1,nervousness,1.491,4.4,3.55,736.903,-0.209,0.97
1,nether,1.322,1.85,1.65,938.2,0.832,0.3
1,network,2.926,2.8,2.8,732.212,-0.399,0.97
1,neurologist,1.716,3.9,3.85,750.212,-0.193,1
1,neurology,1.38,3.55,3.05,769.517,-0.015,0.91
1,neurosis,1.518,3.05,3.15,874.321,0.244,0.82
1,neurotic,2.137,2.9,2.85,839.182,0.064,0.94
1,neuter,1.613,1.95,1.65,823.655,0.404,0.83
1,neutral,2.334,2.8,2.7,769.118,-0.343,1
1,neutralize,1.799,3.05,3.2,766.909,-0.115,1
1,neutron,1.806,2.8,2.9,823.533,0.28,0.88
1,new,4.567,1.3,1,627.273,-0.611,1
1,newcomer,1.748,3.4,3.75,787.818,-0.098,0.97
1,newfound,1.785,3.35,3.85,830.433,-0.063,0.91
1,news,3.924,1.7,1,636.455,-0.598,0.97
1,newscast,1.447,3.5,3.6,793.613,0.088,0.94
1,newscaster,1.477,3.75,4,771.5,-0.121,0.94
1,newsflash,1.518,4.6,3.95,894.656,0.258,0.97
1,newsletter,1.643,4,3.55,639.2,-0.394,0.97
1,newsman,1.322,2.8,2.9,807.697,-0.034,0.97
1,newspaper,3.082,3.6,3.6,600.121,-0.565,1
1,newspaperman,1.869,5.35,6.15,933.968,0.333,0.97
1,newsreel,1.591,3.75,3.5,971.474,0.6,0.61
1,newsroom,1.602,3.7,2.95,726.686,-0.29,1
1,newsstand,1.732,3.9,3.75,793.781,-0.025,0.94
1,newt,1.839,1.65,1,800.524,0.037,0.64
1,nexus,1.763,,,,,
1,nibble,1.892,1.95,1.7,669.758,-0.355,1
1,niche,1.681,1.95,1.45,706.091,-0.166,0.97
1,nickname,2.54,3.45,3.4,655.667,-0.543,0.97
1,nicotine,1.944,3.3,3.65,732.909,-0.128,0.97
1,nigger,3.015,,,,,
1,nightcap,1.959,3.5,3.05,643.03,-0.492,1
1,nightclub,2.377,3.75,3.8,645.118,-0.414,0.97
1,nightfall,2.075,3.6,3.25,660.629,-0.367,1
1,nightgown,2.004,3.9,3.7,765.483,-0.07,0.91
1,nightie,1.556,2.6,1.8,"1,097.174",0.837,0.68
1,nightlife,1.462,3.5,2.75,687,-0.316,0.97
1,nightmare,3.058,3.3,3.35,772.125,-0.223,1
1,nightstick,1.342,4.2,3.25,781.367,-0.042,0.97
1,nimble,1.491,1.85,1.75,747.387,-0.167,0.91
1,nimrod,1.398,2.95,2.95,872.733,0.367,0.48
1,nincompoop,1.633,5.35,4.95,"1,034.417",1.035,0.35
1,nineteen,2.23,3.15,2.75,681.517,-0.321,0.94
1,ninety,2.155,2.4,1.9,679.75,-0.294,0.97
1,nip,2.22,1.25,1,710.741,-0.188,0.84
1,nippy,1.69,1.9,1.55,804.889,0.098,0.79
1,nitrate,1.748,2.4,2.5,919.731,0.266,0.79
1,nitrogen,1.792,3.75,4.6,685.129,-0.309,0.97
1,nitrous,1.556,2.8,2.15,964.25,0.829,0.61
1,nitwit,1.799,2.8,3.5,915.136,0.393,0.65
1,nobility,1.929,2.7,2.75,879.429,0.137,0.88
1,nobleman,1.58,3.35,3.65,826.062,0.052,0.94
1,nocturnal,1.799,3.7,3.45,822.733,0.082,0.88
1,NOIR,1.623,,,,,
1,noise,3.25,1.7,1.7,525.281,-0.85,0.97
1,nominate,1.672,2.35,2.5,780.097,-0.016,0.91
1,nomination,2.09,2.65,2.6,820.8,0.193,0.94
1,nonchalant,1.301,4.5,4.8,914.645,0.2,0.91
1,nonfiction,1.322,3.25,3.75,904.233,0.415,0.88
1,nonsense,3.162,3,3.1,673.794,-0.347,0.97
1,nonviolent,1.518,3.95,4.45,899.138,0.424,0.88
1,noon,2.966,1.6,1.15,619.906,-0.722,0.91
1,norm,2.233,1.7,1.6,669.037,-0.531,0.87
1,normalcy,1.322,2.8,3.05,890.091,0.354,0.69
1,northern,2.56,2.85,3.2,685.03,-0.271,0.97
1,northwestern,1.919,4.3,5.15,809.323,-0.091,0.97
1,nosebleed,1.623,4,3.85,792.194,0.043,0.94
1,nostalgia,1.602,4.3,4.7,772.607,0.087,0.82
1,nostalgic,1.716,3.85,5,750.367,0.088,0.94
1,nostril,1.556,2.9,2.8,705.097,-0.195,1
1,nosy,2.161,1.7,1.6,640.233,-0.435,0.88
1,notable,1.505,2.15,2.1,654.471,-0.481,0.97
1,notch,2.233,1.95,1.6,728.806,-0.274,0.91
1,notice,3.48,1.9,1.85,621.97,-0.478,1
1,noticeable,1.663,3.8,3.55,658.515,-0.338,0.94
1,notification,1.505,2.75,4,926.548,0.285,0.97
1,notify,2.566,2.4,2.65,602.857,-0.481,1
1,notion,2.528,1.75,1.7,672.938,-0.382,0.97
1,notoriety,1.38,3.75,4.75,897.368,0.417,0.58
1,notorious,2.279,3.3,3.45,721.29,-0.261,0.89
1,noun,1.447,1.85,1.7,660.71,-0.47,0.91
1,nourish,1.362,2.65,2.4,696.303,-0.267,0.94
1,nourishment,1.799,4.15,4,735.519,-0.098,0.9
1,novelist,1.792,2.8,2.85,723.267,-0.384,0.94
1,novelty,1.935,2.7,2.8,722.429,-0.324,1
1,novice,1.623,2.2,2,739.036,-0.187,0.85
1,nuance,1.342,2.15,2,750.348,0.02,0.79
1,nuclear,2.986,2.8,2.85,722.212,-0.381,0.97
1,nucleus,1.663,2.9,2.8,733.406,-0.292,0.97
1,nudist,1.532,2.55,2.05,752.581,-0.028,0.94
1,nudity,1.954,2.5,2.55,755.812,-0.218,0.97
1,nugget,1.785,2.35,2.25,732.588,-0.096,0.97
1,nuisance,2.217,3.3,2.5,816.645,0.163,0.91
1,numb,2.398,1.9,1.1,646.344,-0.445,0.94
1,number,4.09,1.85,1.75,564.441,-0.719,1
1,numerical,1.322,3.35,3.65,860.424,0.208,0.94
1,numerous,2.265,2.9,2.5,653.094,-0.335,0.97
1,nunnery,1.38,2.55,2.5,846.083,0.245,0.69
1,nuptials,1.491,,,,,
1,nursemaid,1.462,4.2,3.9,784.185,0.083,0.82
1,nursery,2.318,2.7,2.9,678.613,-0.426,0.91
1,nursing,2.51,1.9,1.9,595.571,-0.506,1
1,nurture,1.58,2.65,2.8,790.759,0.03,0.88
1,nutcase,1.833,2.8,3.35,775.909,-0.024,0.97
1,nutcracker,1.568,4.25,4.75,721.094,-0.141,0.94
1,nuthouse,1.672,2.8,2.8,"1,002.333",0.641,0.73
1,nutrition,1.69,2.9,3.1,723.75,-0.296,0.94
1,nutshell,1.69,3.55,3.4,743,-0.22,0.88
1,nutty,2.263,1.9,1.6,652.033,-0.414,0.88
1,nymphomaniac,1.447,4.85,5.5,"1,018.68",1.008,0.81
1,oath,2.703,1.55,1.4,613.903,-0.641,0.94
1,obedience,1.944,3.65,3.5,789.235,-0.179,1
1,obedient,2.004,3.5,3.55,800.375,-0.118,0.97
1,obesity,1.342,3,3.05,757.844,-0.246,0.89
1,obey,2.66,1.95,1.7,589.697,-0.64,0.97
1,obligatory,1.342,3.75,4.7,815.464,0.082,0.97
1,oblige,2.057,2.7,2.75,765.25,-0.105,0.94
1,oblique,1.38,2.95,1.95,680.25,-0.225,0.94
1,oblivion,2.009,3.4,3.35,754.774,-0.112,0.91
1,oblivious,1.74,3.55,3.45,805.321,0.007,0.88
1,obnoxious,2.255,3.75,3.9,786,-0.034,0.9
1,obscene,2.248,2.9,2.5,721.533,-0.297,0.88
1,obscenity,1.732,3.75,3.1,815.276,0.011,0.88
1,obscurity,1.447,3.4,3.75,718.727,-0.185,1
1,observant,1.799,3.1,3.4,779.394,-0.011,0.94
1,observation,2.581,3.2,3.4,692.514,-0.366,1
1,observatory,1.716,4.05,5.45,772.559,-0.116,1
1,observe,2.699,2.35,2.5,687.171,-0.438,1
1,observer,2.276,2.55,2.85,731.091,-0.126,0.97
1,obsess,1.505,2.35,1.9,749.04,0.101,0.86
1,obsession,2.462,2.9,2.3,743.312,-0.316,0.97
1,obsessive,1.959,3.25,2.45,729.25,-0.292,1
1,obstacle,2.124,3.35,3.5,763.71,-0.2,1
1,obstinate,1.672,3.5,3.45,823.074,0.216,0.87
1,obstruct,1.491,2.75,2.75,840.121,0.069,0.94
1,obstruction,2.09,3.1,2.8,868.469,0.329,0.97
1,obtain,2.281,2.45,1.85,724.606,-0.429,0.97
1,obvious,3.179,2.75,2.75,632.031,-0.446,0.97
1,occasion,2.927,2.7,2.4,611.206,-0.469,1
1,occasional,2.301,3.45,3.45,738.344,-0.184,0.97
1,occult,1.909,2.8,1.9,756.759,0.023,0.88
1,occupant,1.623,3.4,2.8,694.8,-0.392,1
1,occupation,2.324,3.4,3,731.121,-0.109,0.97
1,occupy,2.104,2.85,3.35,650.5,-0.482,0.94
1,occur,2.58,2.4,1.9,592.265,-0.601,1
1,occurrence,1.785,3.45,2.85,804.594,-0.035,0.97
1,oceanic,1.505,,,,,
1,ocular,1.342,2.6,2.8,795.607,0.204,0.78
1,odd,3.089,1.75,1,615.375,-0.579,0.97
1,oddball,1.544,3.5,2.95,709.067,-0.198,0.88
1,odds,2.987,1.9,1.4,616.645,-0.54,0.97
1,ode,1.623,1.5,1,795.792,-0.03,0.71
1,odor,2.079,1.95,1.3,635.727,-0.548,0.97
1,Odyssey,1.663,3.8,2.05,679.156,-0.34,1
1,offence,2.438,2.45,1.9,840.231,0.424,0.87
1,offend,2.426,2.35,1.65,760.273,-0.255,0.94
1,offender,2.149,2.4,1.85,679.355,-0.341,0.91
1,offense,2.925,2.45,1.9,668.824,-0.299,1
1,offer,3.581,1.9,1.75,707.5,-0.507,0.97
1,office,4.017,2.5,2,598.679,-0.621,0.93
1,officer,3.721,2.6,2.6,658.636,-0.378,0.97
1,official,3.088,3.05,2.45,674.355,-0.404,0.97
1,offset,1.477,2.8,2.9,716.562,-0.394,0.94
1,offshore,2.064,3.45,3.4,668.645,-0.325,0.97
1,offspring,2.117,3.65,3.65,676.382,-0.281,1
1,oink,1.748,1.55,1.4,649.85,-0.281,0.59
1,ointment,1.924,2.8,2.8,853.724,0.158,0.88
1,okra,1.431,2,2,748.909,-0.077,0.67
1,old,4.492,1.55,1.15,634.032,-0.745,0.94
1,omega,1.887,2.7,2.9,676.742,-0.239,0.97
1,omelet,2.086,2.5,2,776.083,-0.144,0.73
1,omen,1.944,1.7,1.65,689.903,-0.234,0.91
1,ominous,1.839,2.55,2.25,723.345,-0.328,0.88
1,omission,1.322,2.45,1.85,747.207,0.004,0.85
1,oncoming,1.362,2.7,3.45,825.933,0.101,0.94
1,oneness,1.342,2.7,2.35,822.962,0.103,0.79
1,ongoing,2.049,2.6,3.15,672.258,-0.33,0.94
1,onset,1.643,1.9,2.55,742.125,-0.132,0.97
1,oomph,1.532,2.7,2,896.412,0.426,0.5
1,ooze,1.447,1.8,1.05,788.63,-0.051,0.84
1,open,4.213,1.75,1.75,554.471,-0.775,1
1,opening,3.292,2.4,2.3,556.781,-0.705,0.97
1,openness,1.322,,,,,
1,opera,2.942,2,1.95,617.364,-0.664,0.97
1,operate,2.834,1.9,2.75,596.812,-0.585,1
1,operation,3.351,2.4,2.55,717,-0.348,1
1,operative,2.223,2.6,3.6,738.968,-0.075,1
1,operator,2.923,2.5,3.05,649.25,-0.521,0.97
1,opiate,1.322,2.45,2.05,827.227,0.423,0.65
1,opinion,3.331,2.7,2.75,623.688,-0.608,1
1,opinionated,1.447,4.35,4.3,907.071,0.634,0.9
1,opium,2.061,2.65,2.3,781.812,-0.03,0.94
1,opponent,2.382,3.05,2.6,707.667,-0.308,0.97
1,oppose,2.045,2.35,1.8,692.032,-0.34,0.97
1,opposition,2.193,2.8,2.7,701.364,-0.294,0.97
1,oppressive,1.681,3.05,2.3,905.207,0.237,0.91
1,oppressor,1.431,,,,,
1,optic,1.724,2.35,2.1,688.867,-0.353,0.94
1,optical,1.756,2.5,2.45,607.323,-0.547,0.91
1,optics,1.568,2.55,2.35,642.727,-0.509,1
1,optimism,1.903,3.4,3.65,686.062,-0.346,0.97
1,optimist,1.898,3.3,3.4,732.588,-0.225,1
1,optimum,1.532,3.25,3.5,858.889,0.366,0.82
1,option,2.868,2,1.95,676.273,-0.539,0.97
1,optional,1.771,2.65,3.25,642.844,-0.488,0.97
1,oracle,2.061,2.2,2.4,809.484,-0.153,0.91
1,oral,2.344,1.8,1.75,624.848,-0.502,0.97
1,orangutan,1.477,4.35,5.7,"1,070.067",0.902,0.52
1,orbital,1.813,2.8,2.9,752.545,-0.187,0.97
1,orchestra,2.45,3.5,3.55,710.909,-0.211,1
1,orchid,2.045,2.75,2.05,702.333,-0.292,0.88
1,ordeal,2.086,2.55,2.55,721.333,-0.257,0.87
1,order,3.902,1.85,1.55,545.676,-0.785,1
1,orderly,2.35,2.6,2.4,689.909,-0.454,0.97
1,ordinance,1.94,3.25,3.4,778.273,-0.035,1
1,ordinary,2.989,3,3.7,708.848,-0.175,0.97
1,ordnance,1.681,3.05,2.85,895.125,0.171,0.52
1,oregano,1.633,2.85,3,875.4,0.409,0.76
1,organic,2.344,2.65,2.9,668.364,-0.313,1
1,organism,2.021,2.4,3.05,708.676,-0.172,1
1,organization,2.825,3.3,3.4,717.353,-0.175,0.97
1,organize,2.344,2.4,2.8,688.394,-0.299,1
1,organizer,1.362,2.9,3.8,733.069,-0.13,0.85
1,orgy,1.944,2,2.25,693.516,-0.336,0.91
1,oriental,2.127,2.8,3.8,720.059,-0.291,0.97
1,origin,2.358,2.6,2.75,629.273,-0.545,0.97
1,ornament,1.771,2.65,2.65,867.323,0.054,0.94
1,ornery,1.785,2.45,2.45,880.316,0.185,0.56
1,orphan,2.468,2.8,1.95,699.697,-0.426,0.97
1,orphanage,2.438,3.8,3.6,780.1,0.131,0.86
1,orphaned,1.322,3.2,2.45,710.839,-0.382,0.97
1,orthodontist,1.415,5.05,5.2,923.133,0.496,0.91
1,orthopedic,1.431,4.85,4.65,783.333,0.151,0.97
1,ostentatious,1.415,4.4,5.3,"1,037.895",0.683,0.66
1,otter,1.845,1.7,1.45,687.583,-0.301,0.77
1,ought,3.615,1.75,1,695.074,-0.274,0.82
1,outage,1.342,1.95,2.7,965.52,0.394,0.76
1,outback,1.681,2.75,2.7,577.812,-0.709,0.97
1,outbid,1.342,2.7,2.7,822.154,-0.013,0.74
1,outboard,1.462,2.7,2.65,746.414,-0.288,0.88
1,outbreak,2,3.3,3.1,596.406,-0.596,1
1,outburst,1.875,3.2,3.5,712.242,-0.361,1
1,outcast,1.833,2.5,2.65,609.879,-0.546,1
1,outcome,2.305,2.85,3,653.853,-0.502,1
1,outdated,1.623,2.7,3.65,733.514,-0.197,1
1,outdo,1.431,2.4,2.9,804.542,0.232,0.75
1,outdoor,1.973,2.8,2.7,594.03,-0.702,1
1,outfit,3.107,2.55,2.85,634.333,-0.626,1
1,outgrow,1.342,2.8,2.9,700.091,-0.341,0.97
1,outhouse,1.591,2.7,2.6,688.903,-0.353,0.94
1,outing,1.716,1.95,1.7,708.645,-0.249,0.91
1,outlet,2.013,1.85,2.7,658.121,-0.451,0.97
1,outline,2.021,2.3,2.5,594.618,-0.532,1
1,outlive,1.763,2.5,2.8,868.029,0.199,1
1,outlook,2.017,2.9,2.65,571.594,-0.731,0.97
1,outnumber,1.602,3.8,4.7,794.029,-0.097,0.97
1,outpatient,1.505,4.3,4.75,758.121,-0.065,0.97
1,output,1.857,2.45,2.7,604.438,-0.48,0.97
1,outrage,2.207,2.35,3.4,651.188,-0.504,0.97
1,outrageous,2.51,3.65,4.4,701.676,-0.135,1
1,outrank,1.491,2.7,3.3,778.032,0.06,0.94
1,outreach,1.398,3,3.75,723.387,-0.395,0.94
1,outrun,2,2.8,2.9,816.56,-0.046,0.74
1,outsider,2.086,2.65,3.75,626.429,-0.496,1
1,outskirts,1.591,3.9,4.45,720.647,-0.192,1
1,outsmart,1.602,3.15,3.85,685.667,-0.245,1
1,outstretched,1.322,,,,,
1,outweigh,1.398,3.55,2.55,807.312,0.002,0.94
1,outwit,1.491,2.6,2.55,795.5,-0.048,0.86
1,ovation,1.663,2.25,2.35,785.333,0.039,0.75
1,overcoat,1.875,2.65,2.75,691.171,-0.343,1
1,overcome,2.501,2.5,2.65,658.594,-0.44,1
1,overcrowded,1.38,3.6,4.15,763.531,-0.071,0.97
1,overdo,1.919,2.65,2.5,709.742,-0.054,0.89
1,overdose,2.137,2.6,3,740,-0.232,1
1,overdrive,1.477,3.05,3.9,642.625,-0.416,0.97
1,overdue,2.173,2.55,2.5,659.8,-0.348,1
1,overflow,1.699,2.85,3.5,627.562,-0.496,0.94
1,overgrown,1.699,3.2,2.8,680.281,-0.326,1
1,overhaul,1.398,2.85,2.95,699.212,-0.228,0.97
1,overhear,1.732,2.4,2.7,688.676,-0.31,1
1,overheated,1.38,2.8,3.4,768.062,-0.055,1
1,overjoyed,1.58,,,,,
1,overkill,1.477,2.9,2.9,733.029,-0.288,1
1,overlap,1.477,2.25,2.8,612.441,-0.572,1
1,overlapping,1.672,3.65,2.8,683.367,-0.425,0.94
1,overlay,1.505,2.05,2.85,669.412,-0.418,1
1,overload,1.964,2.25,2.2,603.667,-0.669,1
1,overlook,2.173,2.55,2.4,589.412,-0.711,1
1,overlord,1.342,2.45,3.3,702.267,-0.29,0.88
1,overpass,1.415,2.8,2.9,631.156,-0.51,1
1,overpower,1.491,3,2.75,690.441,-0.44,1
